trade_id,window_ts,asset,market_slug,condition_id,clob_order_id,placed_at,resolved_at,direction,entry_price,stake_usd,entry_reason,config_version,source_agreement,delta_chainlink,delta_tiingo,vpin_at_entry,regime,eval_tier,dynamic_cap,order_type,oracle_outcome,trade_outcome,pnl_usd,payout_usd,resolution_source,is_live,notes,created_at
1314,1775783700,BTC,,,,2026-04-10T01:18:24.495643+00:00,2026-04-10T01:21:34.513528+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T102_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T01:21:34.513528+00:00
1318,1775785200,BTC,,,,2026-04-10T01:42:38.446860+00:00,2026-04-10T01:46:07.623545+00:00,YES,0.6800,3.40,v10_DUNE_CASCADE_T150_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T01:46:07.623545+00:00
1320,1775785500,BTC,,,,2026-04-10T01:47:37.459850+00:00,2026-04-10T01:52:14.331239+00:00,NO,0.6700,3.35,v10_DUNE_CASCADE_T150_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.5800,,trigger,True,,2026-04-10T01:52:14.331239+00:00
1322,1775785800,BTC,,,,2026-04-10T01:52:36.575150+00:00,2026-04-10T01:56:21.242807+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T150_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T01:56:21.242807+00:00
1326,1775788800,BTC,,,,2026-04-10T02:43:22.495264+00:00,2026-04-10T02:46:26.435702+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T104_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T02:46:26.435702+00:00
1329,1775790000,BTC,,,,2026-04-10T03:02:35.720772+00:00,2026-04-10T03:06:51.135516+00:00,NO,0.6700,3.35,v10_DUNE_CASCADE_T150_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.5800,,trigger,True,,2026-04-10T03:06:51.135516+00:00
1330,1775790300,BTC,,,,2026-04-10T03:08:22.220595+00:00,2026-04-10T03:11:59.770455+00:00,YES,0.6800,3.40,v10_DUNE_CASCADE_T104_FAK_CG+0.05,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T03:11:59.770455+00:00
1331,1775790900,BTC,,,,2026-04-10T03:18:11.659807+00:00,2026-04-10T03:22:13.720745+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T114_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T03:22:13.720745+00:00
1332,1775791200,BTC,,,,2026-04-10T03:23:34.291652+00:00,2026-04-10T03:26:20.736470+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T92_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T03:26:20.736470+00:00
1334,1775792700,BTC,,,,2026-04-10T03:47:36.405729+00:00,2026-04-10T03:51:51.942552+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T150_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T03:51:51.942552+00:00
1335,1775793000,BTC,,,,2026-04-10T03:53:22.168757+00:00,2026-04-10T03:56:57.267533+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T104_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T03:56:57.267533+00:00
1336,1775793300,BTC,,,,2026-04-10T03:58:44.520559+00:00,2026-04-10T04:02:04.039154+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T82_FAK_CG+0.05,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T04:02:04.039154+00:00
1339,1775793900,BTC,,,,2026-04-10T04:07:47.880049+00:00,2026-04-10T04:12:16.753519+00:00,YES,0.6800,1.97,v10_DUNE_CALM_T138_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,0.9300,,trigger,True,,2026-04-10T04:12:16.753519+00:00
1340,1775794200,BTC,,,,2026-04-10T04:13:26.262962+00:00,2026-04-10T04:17:23.256664+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T04:17:23.256664+00:00
1343,1775794800,BTC,,,,2026-04-10T04:23:26.069447+00:00,2026-04-10T04:27:34.572859+00:00,YES,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T04:27:34.572859+00:00
1344,1775795400,BTC,,,,2026-04-10T04:33:26.397104+00:00,2026-04-10T04:36:47.690391+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T04:36:47.690391+00:00
1345,1775796000,BTC,,,,2026-04-10T04:43:38.289583+00:00,2026-04-10T04:47:03.324844+00:00,NO,0.5900,2.95,v10_DUNE_NORMAL_T88_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-2.9500,,trigger,True,,2026-04-10T04:47:03.324844+00:00
1347,1775796300,BTC,,,,2026-04-10T04:48:26.236157+00:00,2026-04-10T04:53:10.927669+00:00,YES,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T04:53:10.927669+00:00
1350,1775796900,BTC,,,,2026-04-10T04:58:02.708225+00:00,2026-04-10T05:02:21.627334+00:00,NO,0.6700,3.35,v10_DUNE_CASCADE_T126_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.3500,,trigger,True,,2026-04-10T05:02:21.627334+00:00
1351,1775797200,BTC,,,,2026-04-10T05:02:36.770168+00:00,2026-04-10T05:07:27.079673+00:00,NO,0.6700,3.35,v10_DUNE_CASCADE_T150_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.3500,,trigger,True,,2026-04-10T05:07:27.079673+00:00
1355,1775798700,BTC,,,,2026-04-10T05:27:36.491792+00:00,2026-04-10T05:31:58.078380+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T150_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T05:31:58.078380+00:00
1359,1775799900,BTC,,,,2026-04-10T05:48:13.804632+00:00,2026-04-10T05:52:22.458306+00:00,YES,0.6700,3.34,v10_DUNE_TRANSITION_T112_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.5700,,trigger,True,,2026-04-10T05:52:22.458306+00:00
1362,1775800800,BTC,,,,2026-04-10T06:03:09.870672+00:00,2026-04-10T06:07:39.303192+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T116_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T06:07:39.303192+00:00
1363,1775801100,BTC,,,,2026-04-10T06:08:34.047582+00:00,2026-04-10T06:12:47.910174+00:00,NO,0.5900,2.95,v10_DUNE_NORMAL_T92_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.3900,,trigger,True,,2026-04-10T06:12:47.910174+00:00
1364,1775801400,BTC,,,,2026-04-10T06:13:25.793142+00:00,2026-04-10T06:16:56.204602+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T06:16:56.204602+00:00
1366,1775802300,BTC,,,,2026-04-10T06:28:36.785650+00:00,2026-04-10T06:32:15.936230+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T06:32:15.936230+00:00
1367,1775802900,BTC,,,,2026-04-10T06:38:26.115051+00:00,2026-04-10T06:41:27.535913+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T06:41:27.535913+00:00
1370,1775804400,BTC,,,,2026-04-10T07:03:50.346835+00:00,2026-04-10T07:07:03.188116+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T76_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T07:07:03.188116+00:00
1373,1775805000,BTC,,,,2026-04-10T07:13:22.455013+00:00,2026-04-10T07:17:15.064777+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T104_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T07:17:15.064777+00:00
1374,1775805600,BTC,,,,2026-04-10T07:23:27.745263+00:00,2026-04-10T07:27:31.906522+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T98_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T07:27:31.906522+00:00
1377,1775806500,BTC,,,,2026-04-10T07:37:38.392985+00:00,2026-04-10T07:41:47.011421+00:00,YES,0.6800,2.49,v10_DUNE_TRANSITION_T150_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-2.4900,,trigger,True,,2026-04-10T07:41:47.011421+00:00
1378,1775806800,BTC,,,,2026-04-10T07:43:49.832810+00:00,2026-04-10T07:46:51.911386+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T76_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T07:46:51.911386+00:00
1379,1775807700,BTC,,,,2026-04-10T07:57:59.167932+00:00,2026-04-10T08:02:09.406826+00:00,YES,0.6800,3.40,v10_DUNE_CASCADE_T128_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T08:02:09.406826+00:00
1381,1775808000,BTC,,,,2026-04-10T08:04:02.062926+00:00,2026-04-10T08:07:15.241937+00:00,NO,0.6800,3.39,v10_DUNE_NORMAL_T64_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T08:07:15.241937+00:00
1383,1775808600,BTC,,,,2026-04-10T08:12:40.975134+00:00,2026-04-10T08:17:30.286632+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T150_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T08:17:30.286632+00:00
1385,1775809200,BTC,,,,2026-04-10T08:23:40.605485+00:00,2026-04-10T08:27:44.399801+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T86_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T08:27:44.399801+00:00
1386,1775809800,BTC,,,,2026-04-10T08:33:33.721616+00:00,2026-04-10T08:36:52.731234+00:00,YES,0.6800,3.40,v10_DUNE_CASCADE_T92_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T08:36:52.731234+00:00
1389,1775810400,BTC,,,,2026-04-10T08:42:42.683885+00:00,2026-04-10T08:48:16.020954+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T144_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T08:48:16.020954+00:00
1392,1775811900,BTC,,,,2026-04-10T09:08:53.799451+00:00,2026-04-10T09:12:54.347269+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T72_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T09:12:54.347269+00:00
1395,1775813100,BTC,,,,2026-04-10T09:28:26.157204+00:00,2026-04-10T09:32:25.797120+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,LOSS,-3.4000,,trigger,True,,2026-04-10T09:32:25.797120+00:00
1398,1775814900,BTC,,,,2026-04-10T09:58:26.326521+00:00,2026-04-10T10:02:03.696516+00:00,YES,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T10:02:03.696516+00:00
1400,1775815500,BTC,,,,2026-04-10T10:08:22.846944+00:00,2026-04-10T10:13:17.473864+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T104_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T10:13:17.473864+00:00
1401,1775816400,BTC,,,,2026-04-10T10:23:26.218425+00:00,2026-04-10T10:26:32.802045+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T10:26:32.802045+00:00
1403,1775817300,BTC,,,,2026-04-10T10:38:26.009254+00:00,2026-04-10T10:41:55.210912+00:00,YES,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-10T10:41:55.210912+00:00
1405,1775819400,BTC,,,,2026-04-10T11:13:22.553448+00:00,2026-04-10T11:18:26.114288+00:00,YES,0.6000,3.00,v10_DUNE_TRANSITION_T104_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.4100,,trigger,True,,2026-04-10T11:18:26.114288+00:00
1406,1775821200,BTC,,,,2026-04-10T11:43:13.610933+00:00,2026-04-10T11:48:25.766107+00:00,NO,0.5500,2.75,v10_DUNE_CASCADE_T112_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.2900,,trigger,True,,2026-04-10T11:48:25.766107+00:00
