trade_id,window_ts,asset,market_slug,condition_id,clob_order_id,placed_at,resolved_at,direction,entry_price,stake_usd,entry_reason,config_version,source_agreement,delta_chainlink,delta_tiingo,vpin_at_entry,regime,eval_tier,dynamic_cap,order_type,oracle_outcome,trade_outcome,pnl_usd,payout_usd,resolution_source,is_live,notes,created_at
1221,1775708100,BTC,,,,2026-04-09T04:18:26.690482+00:00,2026-04-09T08:06:52.407422+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG+0.05,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:52.407422+00:00
1219,1775708700,BTC,,,,2026-04-09T04:28:44.297843+00:00,2026-04-09T08:06:52.195134+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T82_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:52.195134+00:00
1211,1775709300,BTC,,,,2026-04-09T04:38:50.451786+00:00,2026-04-09T08:06:51.356665+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T76_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:51.356665+00:00
1225,1775709900,BTC,,,,2026-04-09T04:48:52.533633+00:00,2026-04-09T08:06:52.823799+00:00,NO,0.6800,3.40,v10_DUNE_CASCADE_T74_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:52.823799+00:00
1202,1775710500,BTC,,,,2026-04-09T04:58:26.598413+00:00,2026-04-09T08:06:50.408801+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:50.408801+00:00
1224,1775710800,BTC,,,,2026-04-09T05:03:35.908858+00:00,2026-04-09T08:06:52.719296+00:00,YES,0.6800,3.40,v10_DUNE_CASCADE_T90_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:52.719296+00:00
1195,1775711100,BTC,,,,2026-04-09T05:07:20.406054+00:00,2026-04-09T08:06:49.667206+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T166_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:49.667206+00:00
1222,1775712600,BTC,,,,2026-04-09T05:32:23.668171+00:00,2026-04-09T08:06:52.510892+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T162_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:52.510892+00:00
1203,1775713800,BTC,,,,2026-04-09T05:53:22.320946+00:00,2026-04-09T08:06:50.513073+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T104_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:50.513073+00:00
1204,1775714100,BTC,,,,2026-04-09T05:58:12.263813+00:00,2026-04-09T08:06:50.619695+00:00,YES,0.6800,3.40,v10_DUNE_CASCADE_T114_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:50.619695+00:00
1197,1775715300,BTC,,,,2026-04-09T06:18:21.788454+00:00,2026-04-09T08:06:49.879684+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T104_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:49.879684+00:00
1205,1775715600,BTC,,,,2026-04-09T06:23:31.783376+00:00,2026-04-09T08:06:50.724161+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:50.724161+00:00
1198,1775715900,BTC,,,,2026-04-09T06:28:26.314416+00:00,2026-04-09T08:06:49.985420+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:49.985420+00:00
1199,1775718000,BTC,,,,2026-04-09T07:04:06.884554+00:00,2026-04-09T08:06:50.091407+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T60_FAK_CG+0.05,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:50.091407+00:00
1200,1775718300,BTC,,,,2026-04-09T07:07:36.496443+00:00,2026-04-09T08:06:50.197075+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T150_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:50.197075+00:00
1206,1775719200,BTC,,,,2026-04-09T07:23:22.621655+00:00,2026-04-09T08:06:50.831642+00:00,NO,0.6800,3.40,v10_DUNE_TRANSITION_T104_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:50.831642+00:00
1207,1775719500,BTC,,,,2026-04-09T07:28:26.394270+00:00,2026-04-09T08:06:50.939436+00:00,NO,0.6800,3.40,v10_DUNE_NORMAL_T100_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:50.939436+00:00
1209,1775721000,BTC,,,,2026-04-09T07:52:37.793651+00:00,2026-04-09T08:06:51.148119+00:00,YES,0.6800,3.40,v10_DUNE_TRANSITION_T150_FAK_CG-0.01,v10,,,,,,DUNE,,,,WIN,1.6000,,trigger,True,,2026-04-09T08:06:51.148119+00:00
